OBJECTID,Name,Surf_Spot,BUFF_DIST,ORIG_FID,Shape_Leng,Shape_Area,SUM_Area_S,extremely_
53,Itaipuacu, ,10000.000000000000000,52,62831.853071795863798,314159265.358979284763336,33.594709102326497,0.106935280307391
54,Barra de Marica, ,10000.000000000000000,53,62831.853071795863798,314159265.358979284763336,90.171016249368094,0.287023259194131
55,Camboinhas, ,10000.000000000000000,54,62831.853071795863798,314159265.358979284763336,8.537264621505949,0.027174957299925
56,Pirantininga, ,10000.000000000000000,55,62831.853071795863798,314159265.358979284763336,1.249731575198370,0.003978019154617
57,Jacone, ,10000.000000000000000,56,62831.853071795863798,314159265.358979284763336,1.685457350203190,0.005364977373108
58,Figueira, ,10000.000000000000000,57,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
59,Praia do Fora, ,10000.000000000000000,58,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
60,Laje do Pao de Acucar, ,10000.000000000000000,59,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
61,Canal, ,10000.000000000000000,60,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
62,Praia Seca, ,10000.000000000000000,61,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
63,Caravelas, ,10000.000000000000000,62,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
64,Tucuns, ,10000.000000000000000,63,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
65,Praia Brava, ,10000.000000000000000,64,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
66,Marataizes, ,10000.000000000000000,65,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
67,Ponta do Ubu, ,10000.000000000000000,66,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
68,Ponta dos Castelhanos, ,10000.000000000000000,67,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
69,Maimba, ,10000.000000000000000,68,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
70,Praia do Morro, ,10000.000000000000000,69,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
71,Ponta de Bororo, ,10000.000000000000000,70,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
72,Tropical, ,10000.000000000000000,71,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
73,Dunas de Ule, ,10000.000000000000000,72,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
74,Guarapari - Ule, ,10000.000000000000000,73,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
75,Ponta da Fruta, ,10000.000000000000000,74,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
76,Coral Dois, ,10000.000000000000000,75,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
77,Ponta da Belina, ,10000.000000000000000,76,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
78,Coral Um, ,10000.000000000000000,77,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
79,Barrinha, ,10000.000000000000000,78,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
80,Praia de Camburi, ,10000.000000000000000,79,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
81,Velzyland, ,10000.000000000000000,80,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
82,Ponta da Cacao, ,10000.000000000000000,81,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
83,"Manguinhos, Brazil", ,10000.000000000000000,82,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
84,Praia da Baleia, ,10000.000000000000000,83,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
85,Jacaraipe - Solemar, ,10000.000000000000000,84,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
86,Xa, ,10000.000000000000000,85,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
87,Nova Almeida, ,10000.000000000000000,86,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
88,Praia Grande, ,10000.000000000000000,87,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
89,Regencia, ,10000.000000000000000,88,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
90,Guriri, ,10000.000000000000000,89,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
91,Milionarios, ,10000.000000000000000,90,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
92,Sul, ,10000.000000000000000,91,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
93,Pedra da Cachorra, ,10000.000000000000000,92,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
94,Jardim Atlantico, ,10000.000000000000000,93,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
95,Baduska, ,10000.000000000000000,94,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
96,Norte, ,10000.000000000000000,95,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
97,Havaizinho, ,10000.000000000000000,96,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
98,Sao Jose, ,10000.000000000000000,97,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
99,Corals, ,10000.000000000000000,98,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
100,Tony, ,10000.000000000000000,99,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
101,Meridien, ,10000.000000000000000,100,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
102,Amaralina, ,10000.000000000000000,101,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
103,Tubao, ,10000.000000000000000,102,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
104,Psiu, ,10000.000000000000000,103,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
105,Alex, ,10000.000000000000000,104,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
106,Terceira Ponte, ,10000.000000000000000,105,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
107,SESC, ,10000.000000000000000,106,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
108,Farol, ,10000.000000000000000,107,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
109,Pedro do Sal, ,10000.000000000000000,108,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
110,Itapoa, ,10000.000000000000000,109,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
111,Seper, ,10000.000000000000000,110,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
112,Corrente, ,10000.000000000000000,111,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
113,Stela Maris, ,10000.000000000000000,112,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
114,Plator, ,10000.000000000000000,113,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
115,Aleluia, ,10000.000000000000000,114,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
116,Ipitanga, ,10000.000000000000000,115,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
117,Vilas, ,10000.000000000000000,116,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
118,Busca Vida, ,10000.000000000000000,117,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
119,Itacimirim, ,10000.000000000000000,118,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
120,Praia do Forte, ,10000.000000000000000,119,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
121,Imbassai, ,10000.000000000000000,120,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
122,Costa do Sauipe, ,10000.000000000000000,121,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
123,Marlin, ,10000.000000000000000,122,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
124,Conde, ,10000.000000000000000,123,62831.853071795863798,314159265.358979284763336,11.950052987538800,0.038038200063537
125,Mangue Seco, ,10000.000000000000000,124,62831.853071795863798,314159265.358979284763336,5.811668990931160,0.018499116950412
126,Mosqueiro, ,10000.000000000000000,125,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
127,Aruana, ,10000.000000000000000,126,62831.853071795863798,314159265.358979284763336,5.457662457041140,0.017372279155303
128,Hawaiizinho, ,10000.000000000000000,127,62831.853071795863798,314159265.358979284763336,19.778983631327300,0.062958460285189
129,Praia do Meio, ,10000.000000000000000,128,62831.853071795863798,314159265.358979284763336,30.882954034506501,0.098303495837430
130,Pirambu, ,10000.000000000000000,129,62831.853071795863798,314159265.358979284763336,57.647235882626198,0.183496850926089
131,Ponta do Mangue, ,10000.000000000000000,130,62831.853071795863798,314159265.358979284763336,0.037034027295436,0.000117882970133
132,Pontal de Peba, ,10000.000000000000000,131,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
133,Mihai, ,10000.000000000000000,132,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
134,Pontal do Coruripe, ,10000.000000000000000,133,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
135,Forjos, ,10000.000000000000000,134,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
136,Poxim, ,10000.000000000000000,135,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
137,Jacarecica, ,10000.000000000000000,136,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
138,Praia do Meio, ,10000.000000000000000,137,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
139,Praia do Pontal, ,10000.000000000000000,138,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
140,Salgema, ,10000.000000000000000,139,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
141,Pier do Emissario, ,10000.000000000000000,140,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
142,Praia do Sobral, ,10000.000000000000000,141,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
143,"Pico da Barra, Brazil", ,10000.000000000000000,142,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
144,Pedra Virada, ,10000.000000000000000,143,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
145,Praia de Jatiuca, ,10000.000000000000000,144,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
146,Garca Torta, ,10000.000000000000000,145,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
147,Mirante da Sirena, ,10000.000000000000000,146,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
148,Japaratinga, ,10000.000000000000000,147,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
149,Impossivel, ,10000.000000000000000,148,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
150,Serrambi, ,10000.000000000000000,149,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
151,Porto de Galinhas, ,10000.000000000000000,150,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
152,Cupe, ,10000.000000000000000,151,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
153,Gaibu, ,10000.000000000000000,152,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
154,Bessa, ,10000.000000000000000,153,62831.853071795863798,314159265.358979284763336,135.200071137750996,0.430355192558980
155,Saji, ,10000.000000000000000,154,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
156,Farol, ,10000.000000000000000,155,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
157,Xilauzinho, ,10000.000000000000000,156,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
158,Mar Aberto, ,10000.000000000000000,157,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
159,Pontal, ,10000.000000000000000,158,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
160,Mar da Frente, ,10000.000000000000000,159,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
161,Lajinha, ,10000.000000000000000,160,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
162,Afogados, ,10000.000000000000000,161,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
163,Sororoca, ,10000.000000000000000,162,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
164,Abacateiro, ,10000.000000000000000,163,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
165,Tibau do Sul, ,10000.000000000000000,164,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
166,Tabatinga, ,10000.000000000000000,165,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
167,Xoxoline, ,10000.000000000000000,166,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
168,Pirangi Reef, ,10000.000000000000000,167,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
169,Cotovelo, ,10000.000000000000000,168,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
170,Miami, ,10000.000000000000000,169,62831.853071795863798,314159265.358979284763336,0.156983066441528,0.000499692620118
171,Areia Preta, ,10000.000000000000000,170,62831.853071795863798,314159265.358979284763336,0.569046932730840,0.001811332643908
172,Praia dos Artistas, ,10000.000000000000000,171,62831.853071795863798,314159265.358979284763336,2.756115103109360,0.008772986847802
173,Genipabu, ,10000.000000000000000,172,62831.853071795863798,314159265.358979284763336,2.018511060151190,0.006425120258174
174,Touros Area, ,10000.000000000000000,173,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
175,Urca da Concei&ccedil;&atilde;o, ,10000.000000000000000,174,62831.853071795863798,314159265.358979284763336,47.739969473768703,0.151961042496130
176,Cocoa das Lavadeiras, ,10000.000000000000000,175,62831.853071795863798,314159265.358979284763336,3.737955004056070,0.011898280319012
177,Baia das Ratas, ,10000.000000000000000,176,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
178,Volta da Jurema, ,10000.000000000000000,177,62831.853071795863798,314159265.358979284763336,55.840045318643099,0.177744384698750
179,Portao, ,10000.000000000000000,178,62831.853071795863798,314159265.358979284763336,51.262857329095198,0.163174742818802
180,Barra do Ceara, ,10000.000000000000000,179,62831.853071795863798,314159265.358979284763336,61.772793101168801,0.196628907412879
181,Praia do Pecem, ,10000.000000000000000,180,62831.853071795863798,314159265.358979284763336,115.413899028236003,0.367373850637054
182,Tabinha, ,10000.000000000000000,181,62831.853071795863798,314159265.358979284763336,167.784060542730998,0.534073252148110
183,Pedra do Meio, ,10000.000000000000000,182,62831.853071795863798,314159265.358979284763336,155.372907164033990,0.494567323954284
184,Havaizinho, ,10000.000000000000000,183,62831.853071795863798,314159265.358979284763336,125.362057218817000,0.399039821650875
185,Curral, ,10000.000000000000000,184,62831.853071795863798,314159265.358979284763336,128.558153588457003,0.409213312367401
186,Outside, ,10000.000000000000000,185,62831.853071795863798,314159265.358979284763336,107.118829119661996,0.340969823052206
187,Atins, ,10000.000000000000000,186,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
188,Ponta d'Areia, ,10000.000000000000000,187,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
189,S&atilde;o Marcos, ,10000.000000000000000,188,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
190,Calhau, ,10000.000000000000000,189,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
191,Olho D'Agu, ,10000.000000000000000,190,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
192,Ponta do Farol, ,10000.000000000000000,191,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
193, ,Hermenegildo,10000.000000000000000,192,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
194, ,Navio,10000.000000000000000,193,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
195, ,Tres Marias,10000.000000000000000,194,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
196, ,Praia do Cassino,10000.000000000000000,195,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
197, ,Sao Jose do Norte,10000.000000000000000,196,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
198, ,Quintão,10000.000000000000000,197,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
199, ,Nova Tramandaí,10000.000000000000000,198,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
200, ,Oasis Sul,10000.000000000000000,199,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
201, ,Tramandai - Malvina,10000.000000000000000,200,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
202, ,Tramandai,10000.000000000000000,201,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
203, ,Rainha do Mar,10000.000000000000000,202,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
204, ,Xangri-lá,10000.000000000000000,203,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
205, ,Atlântida - Pier,10000.000000000000000,204,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
206, ,Capao da Canoa,10000.000000000000000,205,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
207, ,Capao Novo,10000.000000000000000,206,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
208, ,Curumim,10000.000000000000000,207,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
209, ,Itapeva,10000.000000000000000,208,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
210, ,Guarita,10000.000000000000000,209,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
211, ,Cal,10000.000000000000000,210,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
212, ,Ilha dos Lobos,10000.000000000000000,211,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
213, ,Prainha,10000.000000000000000,212,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
214, ,Saraiva,10000.000000000000000,213,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
215, ,Molhes,10000.000000000000000,214,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
216, ,Passo de Torres,10000.000000000000000,215,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
217, ,Gaivota,10000.000000000000000,216,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
218, ,Arroio do Silva,10000.000000000000000,217,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
219, ,Morro dos Conventos,10000.000000000000000,218,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
220, ,Rincão,10000.000000000000000,219,62831.853071795863798,314159265.358979284763336,6.546214002344030,0.020837246340209
221, ,Jaguaruna,10000.000000000000000,220,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
222, ,Camacho,10000.000000000000000,221,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
223, ,Cigana,10000.000000000000000,222,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
224, ,Cardozo,10000.000000000000000,223,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
225, ,Cemiterio,10000.000000000000000,224,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
226, ,Prainha do Farol,10000.000000000000000,225,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
227, ,Ipoa,10000.000000000000000,226,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
228, ,Teresa,10000.000000000000000,227,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
229, ,Praia de Cima,10000.000000000000000,228,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
230, ,Laguna,10000.000000000000000,229,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
231, ,Cavalinho,10000.000000000000000,230,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
232, ,Itapirubá,10000.000000000000000,231,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
233, ,Itapirubá Norte,10000.000000000000000,232,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
234, ,Castelinho,10000.000000000000000,233,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
235, ,Praia da Vila,10000.000000000000000,234,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
236, ,Ribanceira,10000.000000000000000,235,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
237, ,Ibiraquera,10000.000000000000000,236,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
238, ,Rosa Sul,10000.000000000000000,237,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
239, ,Rosa Norte,10000.000000000000000,238,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
240, ,Vermelha,10000.000000000000000,239,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
241, ,Ouvidor,10000.000000000000000,240,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
